"Project";"BugNumber";"AP";"Rank";"FilePath";"IsBuggy";"ScoreH";"ScoreR";"ScoreS";"FinalScore";"ClassNames";"Comments";"EnumNames";"FieldNames";"InterfaceNames";"MethodNames";"NamespaceNames";"ParameterNames";"PropertyNames";"StringLiterals";"StructNames";"VariableNames"
"Nancy";1120;0,167;6;"src/Nancy.Owin/NancyOwinHost.cs";TRUE;0,295;1;0,286;0,389;0,175;0,194;0;0;0;0;0,199;0;0,063;0,214;0;0,146
"Nancy";1232;0,5;1;"src/Nancy/NancyEngine.cs";TRUE;0,099;0;1;0,59;0,354;0,371;0,08;0,393;0,252;0,41;0,807;0,424;0,519;0,339;0,108;0,484
"Nancy";1295;0,5;2;"src/Nancy.Owin/Extensions.cs";TRUE;0;0,065;1;0,569;0,485;0,374;0;0;0;0,505;1,654;0,148;0;0,296;0,326;0,396
"Nancy";1457;0,483;1;"src/Nancy/Validation/ModuleExtensions.cs";TRUE;0;0,583;1;0,642;0,652;0,296;0;0,74;0;0,29;1,008;0;1,055;0;0;1,09
"Nancy";1457;0,483;3;"src/Nancy/Validation/ModelValidationResult.cs";TRUE;0;0;0,789;0,442;0,633;0,264;NA;0,74;NA;0,464;0,878;0,499;0,26;NA;NA;0,205
"Nancy";1457;0,483;4;"src/Nancy/Validation/CompositeValidator.cs";TRUE;0;0;0,789;0,442;0,508;0,289;NA;0,74;0,566;0,122;0,878;0,538;0,31;NA;NA;0,584
"Nancy";1927;0,25;4;"src/Nancy/ModelBinding/DefaultBinder.cs";TRUE;0,031;0;0,813;0,465;0,326;0,29;0,815;0,04;NA;0,289;0,437;0,261;0,45;0,096;NA;0,325
"Nancy";1927;0,25;8;"src/Nancy/ModelBinding/ModelBindingException.cs";TRUE;0;0;0,678;0,38;0,349;0,272;NA;NA;NA;NA;0,561;0,32;0,424;0,443;NA;NA
"Nancy";2131;0,143;7;"src/Nancy/Responses/Negotiation/XmlProcessor.cs";TRUE;0;0;0,718;0,402;0,23;0,462;0,148;0,069;0,111;0,404;0,484;0,197;0,088;0,733;NA;0,029
"NLog";23;1;1;"src/NLog/Targets/LogReceiverWebServiceTarget.cs";TRUE;0;0;1;0,56;0,497;0,07;NA;NA;NA;0,266;0,241;0,217;0,211;0,166;1,21;0,678
"NLog";177;1;1;"src/NLog/Targets/Wrappers/AsyncTargetWrapper.cs";TRUE;0;0;1;0,56;0,438;0,345;1,208;NA;NA;0,101;0,69;0,17;0,159;0,772;0,912;0,062
"NLog";316;0,125;8;"src/NLog/LogManager.cs";TRUE;0;0;0,555;0,311;0,447;0,065;NA;0,317;0,932;0,034;0,061;NA;0,264;0,022;0,062;NA
"NLog";378;0,2;5;"src/NLog/Targets/LogReceiverWebServiceTarget.cs";TRUE;0;0,608;0,773;0,518;0,428;0,328;0;0;0;0,031;1,137;0,021;0,289;0,43;0,894;0,436
"NLog";386;0,5;2;"src/NLog/Logger.cs";TRUE;0,298;0;0,991;0,644;0,223;0,258;NA;0,164;NA;0,312;NA;0,19;0,28;0,355;NA;0,126
"OpenRA";7303;0,1;10;"OpenRA.Mods.RA/Widgets/Logic/ClientTooltipLogic.cs";TRUE;0;0;0,589;0,33;0,228;NA;NA;0,14;NA;0,12;NA;0,3;NA;0,146;NA;0,181
"OpenRA";7431;0,25;4;"OpenRA.Mods.Common/Widgets/Logic/SettingsLogic.cs";TRUE;0;0;0,863;0,483;NA;0,283;NA;0,267;NA;0,093;NA;0,219;0,686;0,288;NA;0,036
"OpenRA";7459;0,111;9;"OpenRA.Mods.Common/Traits/Buildings/Building.cs";TRUE;0;0;0,792;0,443;0,362;NA;NA;0,026;0,146;0,04;NA;0,258;0,424;0,033;NA;0,074
"OpenRA";8129;0,143;7;"OpenRA.Mods.Common/Widgets/HotkeyEntryWidget.cs";TRUE;0;0;0,735;0,412;0,384;0,032;0,201;0,02;NA;0,055;NA;NA;NA;0,262;1,207;NA
"OpenRA";8869;0,2;5;"OpenRA.Mods.Common/Widgets/RadarWidget.cs";TRUE;0;0;0,96;0,538;0,216;0,143;0,294;0,063;NA;0,163;NA;NA;0,201;NA;0,106;0,123
"OpenRA";9063;0,25;2;"OpenRA.Mods.Common/Traits/Crates/HideMapCrateAction.cs";TRUE;0;0;1;0,56;0,605;0,535;NA;0,163;NA;0,003;NA;NA;0,136;0,679;NA;NA
"OpenRA";9851;0,025;8;"OpenRA.Mods.Common/Widgets/WorldCommandWidget.cs";TRUE;0,765;0,304;0,334;0,459;0,014;0,066;0;0,076;0;0,077;0;0;0,119;0,099;0;0,035
"OpenRA";10127;0,5;2;"OpenRA.Mods.Common/Traits/World/EditorActorLayer.cs";TRUE;0;0;0,793;0,444;0,298;NA;0,08;0,34;0,237;0,059;NA;0,226;0,088;0,428;NA;0,416
"OpenRA";10228;1;1;"OpenRA.Game/Traits/Player/FrozenActorLayer.cs";TRUE;0;0;1;0,56;0,137;0,151;NA;0,086;0,326;0,204;NA;0,402;0,045;0,254;NA;0,138
"OpenRA";10350;0,333;3;"OpenRA.Mods.Common/Warheads/CreateEffectWarhead.cs";TRUE;0;0;0,744;0,417;0,225;0,433;NA;0,426;NA;0,228;NA;NA;NA;0,129;NA;0,11
"OpenRA";10450;1;1;"OpenRA.Mods.Common/Widgets/Logic/Lobby/LobbyLogic.cs";TRUE;0,827;0,166;0,909;0,781;0,238;0,032;0;0,182;0;0,014;0;0,122;0;0,126;0,562;0,144
"orleans";573;0,167;6;"src/Orleans/Statistics/FloatValueStatistic.cs";TRUE;0;0;0,924;0,517;0,449;0,009;0,527;0,142;0,1;0,05;0,158;0,159;0,332;0,028;NA;0,05
"orleans";1278;0,167;2;"src/OrleansCodeGenerator/SerializerGenerator.cs";TRUE;0,669;0,124;0,803;0,668;0,175;0,346;0,043;0,045;0;0,273;0,062;0,241;0,013;0,597;0;0,191
"roslyn";9048;0,498;2;"src/Compilers/Core/Portable/DiagnosticAnalyzer/AnalyzerDriver.cs";TRUE;0,109;1;0,875;0,663;0,077;0,147;0,562;0,101;0;0,116;0,086;0,137;0,135;0,111;0,085;0,141
"roslyn";9048;0,498;3;"src/Compilers/Core/Portable/DiagnosticAnalyzer/DiagnosticStartAnalysisScope.cs";TRUE;0,492;0;0,882;0,641;0,097;0,035;0,692;0,065;0;0,114;0,121;0,157;0,039;0;0,168;0,124
"roslyn";9048;0,498;4;"src/Compilers/Core/Portable/DiagnosticAnalyzer/DiagnosticAnalysisContext.cs";TRUE;0,235;0;1;0,631;0,168;0,182;0,62;0,084;0;0,102;0,009;0,151;0,068;0;0,17;0,282
"roslyn";9048;0,498;7;"src/Compilers/Core/Portable/DiagnosticAnalyzer/AnalyzerManager.cs";TRUE;0,06;0;0,829;0,482;0,086;0,227;0,632;0;0;0,157;0,114;0;0;0;0;0,116
"ShareX";99;0,6;1;"UploadersLib/URLShorteners/YourlsURLShortener.cs";TRUE;0;0;1;0,56;0,737;0,001;NA;NA;NA;0,081;NA;0,211;0,162;0,386;NA;NA
"ShareX";99;0,6;10;"ShareX/Forms/DropForm.cs";TRUE;1;0;0,076;0,343;0,013;0,001;NA;NA;NA;NA;0,5;NA;NA;NA;NA;NA
"ShareX";127;0,267;5;"UploadersLib/GUI/UploadersConfigFormHelper.cs";TRUE;0,132;0,336;0,749;0,506;0,161;0,045;0,049;0,197;0;0,122;0,246;0,114;0,1;0,038;0,064;0,209
"ShareX";127;0,267;6;"UploadersLib/GUI/UploadersConfigFormGUI.cs";TRUE;0,132;0,336;0,738;0,5;0,068;0,218;0,019;0,166;0;0,092;0,055;0,063;0,159;0,177;0,014;0,035
"ShareX";145;0,25;4;"ShareX/UploadManager.cs";TRUE;0,642;0;0,649;0,556;0,323;0,001;NA;0,149;NA;0,159;0,291;0,122;0,24;0,105;NA;0,103
"ShareX";155;0,056;9;"ShareX/TaskSettings.cs";TRUE;0,058;0;0,674;0,395;0,089;0;NA;0,164;NA;0,086;NA;0,057;0,122;0,024;NA;0,269
"ShareX";160;0,056;6;"ScreenCaptureLib/Screencast/ScreencastOptions.cs";TRUE;0;0;0,6;0,336;0,261;0,548;0,662;0,457;NA;0,173;1,013;NA;0,139;0,164;NA;NA
"ShareX";220;0,227;1;"ShareX/Forms/MainForm.cs";TRUE;1;1;0,488;0,713;0,175;0,012;0,262;0,07;0;0,179;0,041;0;0,31;0,232;0;0,113
"ShareX";220;0,227;7;"GreenshotImageEditor/Forms/ImageEditorForm.cs";TRUE;0,735;0;0,296;0,386;0,025;0,045;NA;0,016;NA;0,038;0,312;0,058;0,16;0,051;NA;0,251
"ShareX";220;0,227;10;"ShareX/TaskHelpers.cs";TRUE;0;0;0,568;0,318;0,225;0,002;0,381;0,128;NA;0,145;0,323;0,173;0,168;NA;NA;0,225
"ShareX";231;0,167;1;"ShareX/Forms/ScreenRecordForm.cs";TRUE;0,484;0,17;0,826;0,632;0,545;0,001;1,022;0,193;0;0,164;0,636;0;0,303;0,166;0;0
"ShareX";249;0,1;2;"ShareX/UploadManager.cs";TRUE;0,338;1;0,864;0,725;0,26;0,012;0,276;0,308;0;0,294;0,363;0,251;0,317;0,306;0;0,098
"ShareX";278;0,247;3;"UploadersLib/TextUploaders/CustomTextUploader.cs";TRUE;0;0;0,964;0,54;0,719;NA;0,59;0,491;NA;0,158;0,638;0,57;NA;0,174;NA;NA
"ShareX";278;0,247;5;"UploadersLib/URLShorteners/CustomURLShortener.cs";TRUE;0;0;0,862;0,482;0,521;NA;0,59;0,486;NA;NA;0,197;0,49;NA;0,389;NA;NA
"ShareX";278;0,247;6;"UploadersLib/HelperClasses/CustomUploaderItem.cs";TRUE;0;0;0,775;0,434;0,411;NA;0,455;0,085;NA;0,096;0,831;0,28;NA;0,375;NA;NA
"ShareX";297;0,25;2;"ShareX/Forms/MainForm.cs";TRUE;1;0,136;0,401;0,544;0,112;0,158;0,1;0,118;0;0,111;0,229;0,064;0,185;0,137;0;0,114
"ShareX";341;0,5;2;"ScreenCaptureLib/Forms/RectangleRegion.cs";TRUE;0,172;0,062;1;0,62;0,031;0,231;0,057;0;0;0,241;0,871;0,052;0,329;0;0;0,242
"ShareX";362;0,333;3;"ImageEffectsLib/ImageEffectsForm.cs";TRUE;0;0;0,948;0,531;0,146;0;NA;0,552;NA;0,279;1,083;0,496;0,31;NA;NA;0,383
"ShareX";362;0,333;6;"ImageEffectsLib/ImageEffectsForm.Designer.cs";TRUE;0;0;0,837;0,469;0,135;0,351;NA;0,357;NA;0,308;1,235;NA;NA;0,407;NA;NA
"ShareX";436;0,25;4;"ShareX.UploadersLib/FileUploaders/FTP/FTPAccount.cs";TRUE;1;0,307;0,319;0,521;0,033;0,001;0;0,418;0;0,16;0,204;0,006;0,135;0,087;0;0,132
"ShareX";479;0,167;2;"ShareX/Forms/MainForm.cs";TRUE;0,348;1;0,393;0,464;0,123;0,129;0;0,144;0;0,174;0;0,26;0,187;0;0;0,116
"ShareX";524;0,333;3;"ShareX/UploadManager.cs";TRUE;0,387;0,818;0,472;0,495;0,332;0;0,022;0,21;0;0,193;0,463;0,154;0,256;0;0;0,263
"ShareX";564;0,333;3;"ShareX.UploadersLib/ImageUploaders/ImageShackUploader.cs";TRUE;0;0;0,967;0,542;0,344;0,015;0,154;NA;NA;NA;0,083;NA;0,073;0,547;NA;0,243
"ShareX";613;0,071;7;"ShareX/UploadManager.cs";TRUE;0,594;0,854;0,408;0,527;0,082;0,001;0,123;0,142;0;0,072;0,311;0,06;0,105;0;0;0,023
"ShareX";768;0,143;7;"ShareX.UploadersLib/FileUploaders/GoogleDrive.cs";TRUE;0,087;0,308;0,436;0,313;0,3;0;0,421;0;0;0,045;0,065;0;0,039;0,125;0;0,047
"ShareX";833;0,02;10;"ShareX.UploadersLib/Forms/UploadersConfigForm.cs";TRUE;0,594;0,004;0,39;0,397;0,061;0,018;0,025;0,119;0;0,118;0,081;0,03;0,226;0,156;0;0,136
"ShareX";973;0,143;7;"ShareX/Forms/ChromeForm.cs";TRUE;0;0;0,923;0,517;0,358;0,009;NA;NA;NA;0,384;0,014;NA;0,296;0,389;NA;NA
"ShareX";1019;0,38;1;"ShareX.HistoryLib/HistoryForm.cs";TRUE;0,064;0,821;1;0,694;0,485;0;0,452;0,418;0;0,289;0,784;0,429;0,455;0;1,23;0,59
"ShareX";1019;0,38;2;"ShareX.HistoryLib/HistoryManager.cs";TRUE;0;0;0,932;0,522;0,331;0,001;NA;NA;NA;0,291;0,876;0,494;0,364;NA;1,23;0,845
"ShareX";1019;0,38;3;"ShareX.HistoryLib/XMLManager.cs";TRUE;0;0;0,843;0,472;0,353;0,001;NA;NA;NA;0,24;0,824;0,457;0,206;0,419;1,23;0,478
"ShareX";1019;0,38;5;"ShareX.HistoryLib/ImageHistoryForm.cs";TRUE;0;0;0,726;0,407;0,35;0,001;NA;0,16;NA;0,132;0,875;0,318;0,278;0,615;NA;0,321
"ShareX";1170;0,5;2;"ShareX.ScreenCaptureLib/Forms/RectangleAnnotate.cs";TRUE;0;0;1;0,56;0,601;0;0,82;0,201;NA;0,261;0,351;0,191;0,53;NA;NA;0,134
"ShareX";1180;0,333;1;"ShareX/WorkerTask.cs";TRUE;0,553;0,008;0,775;0,601;0;0,029;0;0,04;0;0;0;0;0;0,217;0;0
"ShareX";1251;0,25;2;"ShareX/Forms/MainForm.cs";TRUE;1;0,076;0,407;0,539;0,107;0,035;0,007;0,076;0;0,136;0,159;0;0,15;0,228;0;0,182
"ShareX";1251;0,25;4;"ShareX/TaskManager.cs";TRUE;0,198;1;0,332;0,386;0,009;0,002;0,034;0,184;0;0,126;0;0;0,076;0,015;0;0,129
"ShareX";1259;0,692;1;"ShareX/Forms/MainForm.cs";TRUE;1;0,796;0,32;0,591;0,098;0,028;0,029;0,07;0;0,073;0,278;0,02;0,134;0;0;0,147
"ShareX";1259;0,692;3;"ShareX/TaskHelpers.cs";TRUE;0,81;0,337;0,349;0,486;0,143;0,128;0,028;0,054;0;0,068;0,247;0,034;0,05;0,039;0;0,156
"ShareX";1259;0,692;5;"ShareX/TaskManager.cs";TRUE;0,489;1;0,259;0,432;0;0,001;0;0,136;0;0,12;0;0;0,037;0;0;0,109
"ShareX";1259;0,692;8;"ShareX/Forms/ScreenRecordForm.cs";TRUE;0,461;0,368;0,257;0,334;0,047;0,001;0,064;0,023;0;0,111;0;0;0,131;0;0;0,063
"ShareX";1261;0,036;7;"ShareX.HelpersLib/Helpers/ClipboardHelpers.cs";TRUE;0,344;0,392;0,525;0,452;0,153;0,001;0;0,261;0;0,088;0;0;0,036;0,559;0;0
"ShareX";1313;0,333;3;"ShareX.UploadersLib/FileUploaders/Pomf.cs";TRUE;0,014;0;1;0,564;0,089;0,096;NA;0,496;NA;0,064;0,395;0,396;0,199;0,356;NA;0,153
"SparkleShare";488;1;1;"SparkleLib/Git/SparkleFetcherGit.cs";TRUE;0,573;0;1;0,732;0,715;0,232;NA;0,845;NA;0,036;0;0,086;0,398;0,491;NA;0,45
"SparkleShare";502;0,2;5;"SparkleShare/SparkleStatusIcon.cs";TRUE;0;0;1;0,56;0,51;0,127;0,724;0,454;NA;0,171;0,366;NA;0,12;0,354;NA;0,229
"SparkleShare";508;0,493;1;"SparkleLib/SparkleListenerBase.cs";TRUE;0;0;1;0,56;0,001;0,609;NA;0,403;NA;0,274;0;0,097;0,615;0,183;NA;0,282
"SparkleShare";508;0,493;3;"SparkleLib/SparkleConfig.cs";TRUE;1;0;0,113;0,363;0,001;0,013;NA;0,046;NA;0,009;0;NA;NA;0,013;NA;0,05
"SparkleShare";508;0,493;5;"SparkleShare/Mac/SparkleStatusIcon.cs";TRUE;0;0,892;0,4;0,349;0,001;0,179;0;0,315;0;0,162;0,268;0;0,464;0,144;0;0
"SparkleShare";508;0,493;6;"SparkleLib/SparkleRepoBase.cs";TRUE;0,615;0;0,256;0,328;0,232;0,14;NA;0,098;NA;0,043;0;0,014;0,266;0,008;NA;0,015
"SparkleShare";508;0,493;8;"SparkleLib/SparkleListenerTcp.cs";TRUE;0;0;0,538;0,301;0,001;0,051;NA;0,157;NA;0,253;0;0,121;0,552;0,362;NA;NA
"SparkleShare";508;0,493;9;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;0,615;0,207;0,132;0,287;0,065;0,048;0;0;0;0,01;0;0;0,178;0,049;0;0,012
"SparkleShare";508;0,493;10;"SparkleShare/SparkleControllerBase.cs";TRUE;0,272;0,207;0,275;0,264;0,186;0,045;0;0,018;0;0,078;0,029;0,082;0,084;0,091;0;0,122
"SparkleShare";517;0,5;1;"SparkleShare/SparkleControllerBase.cs";TRUE;0,264;0,966;1;0,774;0,383;0,112;0;0,178;0;0,126;0,068;0,168;0,344;0,221;0,447;0,259
"SparkleShare";549;0,056;9;"SparkleShare/Mac/SparkleSetup.cs";TRUE;0;0;0,726;0,407;NA;0,159;NA;0,07;NA;NA;0,309;NA;NA;0,227;NA;NA
"SparkleShare";627;0,333;1;"SparkleShare/SparkleControllerBase.cs";TRUE;0,157;0,639;1;0,697;0,359;0,238;0,136;0,395;0;0,256;0,313;0,036;0,218;0,21;0;0,114
"SparkleShare";627;0,333;3;"SparkleShare/Linux/SparkleSetup.cs";TRUE;1;0,12;0,399;0,54;0,008;0,02;0;0,089;0;0,048;0,521;0;0;0,194;0;0,12
"SparkleShare";627;0,333;9;"SparkleLib/Git/SparkleFetcherGit.cs";TRUE;0,109;1;0,385;0,389;0,028;0,224;0;0,02;0;0,035;0,095;0,065;0;0,031;0;0,127
"SparkleShare";721;0,5;1;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;0,98;0,509;0,984;0,916;0,52;0,215;0,923;0,051;0;0,28;0,687;0,049;0,363;0,222;0;0,202
"SparkleShare";729;0,071;7;"SparkleShare/Linux/SparkleEventLog.cs";TRUE;0,045;0,592;0,435;0,34;0;0,004;0;0;0;0;0,492;0;0;0,164;0;0
"SparkleShare";733;1;1;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;0,99;1;0,371;0,645;0,177;0,055;0;0;0;0,267;0;0;0;0,157;0;0,015
"SparkleShare";773;0,397;1;"SparkleShare/SparkleControllerBase.cs";TRUE;0,457;1;1;0,837;0,21;0;0;0,151;0;0,079;0;0,184;0;0,094;0;0,068
"SparkleShare";773;0,397;2;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;1;0,439;0,81;0,815;0,147;0,058;0;0,105;0;0;0;0;0;0,182;0;0,073
"SparkleShare";773;0,397;3;"SparkleLib/Git/SparkleFetcherGit.cs";TRUE;0,03;0,911;0,79;0,579;0;0,111;0;0;0;0,182;0;0;0,228;0,017;0;0,102
"SparkleShare";773;0,397;7;"SparkleLib/SparkleFetcherBase.cs";TRUE;0,004;0;0,741;0,416;NA;NA;NA;NA;NA;0,168;NA;0,215;0,226;NA;NA;0,079
"SparkleShare";777;0,2;5;"SparkleShare/SparkleSetupController.cs";TRUE;0,202;0,169;0,889;0,582;0,049;0,11;0,071;0,226;0;0,351;0,52;0,125;0,393;0,041;0;0,143
"SparkleShare";967;1;1;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;0,659;0,703;1;0,856;0,417;0,315;0;0,2;0;0,057;0,628;0,043;0,111;0,372;0,577;0,329
"SparkleShare";982;1;1;"SparkleLib/SparkleRepoBase.cs";TRUE;0,278;0,005;1;0,644;0,061;0,14;0,803;0,089;0;0,211;0,583;0,18;0,356;0,168;0;0,153
"SparkleShare";1023;0,333;3;"SparkleShare/SparkleEventLogController.cs";TRUE;0,009;0,481;0,979;0,618;0,196;0,22;0;0,046;0;0,136;0;0,152;0,325;0,19;0;0,176
"SparkleShare";1106;1;1;"SparkleLib/Git/SparkleRepoGit.cs";TRUE;1;1;1;1;0,485;0,368;0,617;0,311;0;0,149;0,62;0,161;0,26;0,449;0,775;0,313
"SparkleShare";1130;0,333;3;"SparkleShare/SparkleControllerBase.cs";TRUE;0,389;0,339;0,809;0,617;0,163;0,088;0;0,154;0;0,098;0,117;0,169;0,192;0,132;1,155;0,049
"SparkleShare";1130;0,333;6;"SparkleShare/SparkleStatusIconController.cs";TRUE;0,449;0,193;0,621;0,51;0,261;0,002;0,091;0,028;0;0,197;0,298;0;0,064;0,109;0;0,125
"SparkleShare";1330;0,5;2;"SparkleShare/SparkleEventLogController.cs";TRUE;0,083;1;0,958;0,701;0,193;0,032;0;0,51;0;0,242;0,076;0,373;0,071;0,169;0;0,156
"SparkleShare";1467;1;1;"SparkleShare/SparkleAvatars.cs";TRUE;0;0;1;0,56;0,619;0,077;NA;0,967;NA;0,572;0,021;NA;NA;0,928;NA;0,572
"SparkleShare";1532;0,5;2;"SparkleShare/SparkleEventLogController.cs";TRUE;0,033;1;0,96;0,688;0,376;0;0;0,408;0;0,207;0;0,23;0,325;0,212;0;0,111
"SparkleShare";1601;0,178;5;"SparkleLib/SparkleListenerTcp.cs";TRUE;0,233;0,477;0,828;0,6;0,087;0,17;0;0,356;0;0,04;0;0;0,144;0,051;1,155;0,026
"SparkleShare";1601;0,178;6;"SparkleLib/SparkleRepoBase.cs";TRUE;0,002;0,508;0,869;0,558;0,263;0,12;0;0,134;0;0,044;0;0,027;0,072;0,086;0,441;0,198
"VsVim";1489;0,5;2;"Src/VsVimShared/VsVimHost.cs";TRUE;1;0;0,647;0,662;NA;0,104;NA;0,151;NA;0,099;NA;0,043;0,055;0,206;NA;0,211
"VsVim";1578;0,5;2;"Src/VimWpf/Implementation/Misc/ClipboardDevice.cs";TRUE;0;0;1;0,56;0,671;0,283;NA;0,03;NA;0,024;0,001;0,015;0,111;NA;NA;0,045
"VsVim";1625;0,2;1;"Src/VsVimShared/VsVimHost.cs";TRUE;1;1;0,224;0,565;0,151;0,036;0,359;0,039;0;0,077;0,002;0,029;0,126;0,041;0;0
"Wox";32;0,556;1;"Wox.Plugin.System/Setting.cs";TRUE;0;0;1;0,56;0,663;NA;NA;NA;NA;NA;0,539;NA;NA;NA;NA;1,24
"Wox";32;0,556;3;"Wox.Plugin.System/WebSearchPlugin.cs";TRUE;0;0;0,955;0,535;0,708;NA;NA;NA;NA;NA;0,187;NA;0,113;0,334;NA;0,427
"Wox";49;0,5;2;"Wox/MainWindow.xaml.cs";TRUE;1;0;0,526;0,595;0,151;0,128;NA;NA;NA;0,16;0,285;0,02;0,081;0,038;NA;0,06
"Wox";183;0,5;2;"Wox.Plugin.SystemPlugins/WebSearch/WebSearchSetting.xaml.cs";TRUE;0;0;0,983;0,551;0,251;NA;NA;0,232;NA;0,486;0,019;0,444;0,449;0,129;NA;0,085
"Wox";252;0,444;1;"Plugins/Wox.Plugin.WebSearch/WebSearchSetting.xaml.cs";TRUE;0;1;0,81;0,593;0,397;0;0;0,385;0;0,18;0,532;0,457;0,236;0,122;0;0
"Wox";252;0,444;2;"Plugins/Wox.Plugin.WebSearch/WebSearchesSetting.xaml.cs";TRUE;0;0;1;0,56;0,402;0,363;NA;NA;NA;0,226;0,656;NA;0,291;0,238;NA;0,423
"Wox";252;0,444;4;"Plugins/Wox.Plugin.WebSearch/WebSearchStorage.cs";TRUE;0;0;0,723;0,405;0,476;NA;NA;NA;NA;0,382;0,596;NA;0,226;0,065;NA;0,297
"Wox";252;0,444;5;"Plugins/Wox.Plugin.WebSearch/WebQueryPlugin.cs";TRUE;0;0;0,652;0,365;0,389;NA;NA;NA;NA;0,165;0,559;NA;0,22;0,116;NA;0,302
"Wox";255;0,25;4;"Plugins/Wox.Plugin.Folder/FolderPluginSettings.xaml.cs";TRUE;0;0;0,978;0,548;0,309;NA;NA;0,389;NA;0,193;1,007;0,462;0,163;0,463;NA;0,092
"Wox";271;0,037;9;"Wox/MainWindow.xaml.cs";TRUE;0,5;0,144;0,241;0,305;0,034;0,012;0;0,047;0;0,11;0,02;0;0;0,01;0;0
"Wox";291;1;1;"Wox/SettingWindow.xaml.cs";TRUE;0,382;0;1;0,674;0,407;0,3;NA;0,664;NA;0,447;0,626;0,653;0,295;0,18;NA;0,517
"Wox";322;0,3;1;"Wox.Core/Plugin/PluginInstaller.cs";TRUE;0;0;1;0,56;0,151;0,235;NA;NA;NA;0,054;0,034;0,05;0,044;0,257;NA;0,016
"Wox";322;0,3;3;"Plugins/Wox.Plugin.PluginManagement/Main.cs";TRUE;0,303;0,079;0,649;0,465;0,075;0;0;0,101;0;0,094;0,013;0,136;0,031;0,236;0;0,095
"Wox";322;0,3;9;"Wox/MainWindow.xaml.cs";TRUE;0,534;0,29;0,282;0,359;0,028;0,072;0;0;0;0,133;0,007;0,04;0,024;0,006;0;0,008
"Wox";322;0,3;10;"Plugins/Wox.Plugin.Sys/Sys.cs";TRUE;0;0;0,57;0,319;0,02;NA;NA;NA;NA;0,191;0,01;NA;NA;0,281;NA;NA
"Wox";357;0,143;7;"Wox/MainWindow.xaml.cs";TRUE;0,046;0,173;0,272;0,19;0;0;0;0,189;0;0,077;0;0;0;0;0;0
"Wox";381;0,056;9;"Plugins/Wox.Plugin.Everything/Everything/EverythingAPI.cs";TRUE;0;1;0,288;0,301;0,064;0;0,242;0;0;0,106;0,189;0;0;0;0;0,077
"Wox";397;1;1;"Wox/SettingWindow.xaml.cs";TRUE;0,804;0,737;0,814;0,8;0,272;0,164;0;0,306;0;0,323;0,351;0,546;0,129;0,174;0;0,364
"Wox";404;0,5;1;"Plugins/Wox.Plugin.Program/Programs.cs";TRUE;1;0;0,735;0,712;NA;0,147;NA;NA;NA;0,153;NA;NA;NA;0,227;NA;NA
"Wox";421;0,167;6;"Plugins/Wox.Plugin.PluginManagement/Main.cs";TRUE;0,352;0,234;0,283;0,297;0,327;0;0;0;0;0,193;0;0;0;0,198;0;0
"Wox";434;1;1;"Wox/MainWindow.xaml.cs";TRUE;1;0,794;0,817;0,869;0,096;0,274;0;0,36;0;0,308;0,001;0,057;0,373;0,199;0;0,213
